rank,title,author,url,rating,ratings_count,reviews_count,description,format,language,published
81,"Outlander (Outlander, #1)",Diana Gabaldon,https://www.goodreads.com/book/show/10964.Outlander,4.26,"1,164,147 ratings","58,957 reviews","The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord...1743. Hurled back in time by forces she cannot understand, Claire is catapulted into the intrigues of lairds and spies that may threaten her life, and shatter her heart. For here James Fraser, a gallant young Scots warrior, shows her a love so absolute that Claire becomes a woman torn between fidelity and desire—and between two vastly different men in two irreconcilable lives.","850 pages, Mass Market Paperback",English,"June 1, 1991"
82,Anna Karenina,Leo Tolstoy,https://www.goodreads.com/book/show/15823480-anna-karenina,4.10,"943,859 ratings","44,033 reviews","Acclaimed by many as the world's greatest novel, Anna Karenina provides a vast panorama of contemporary life in Russia and of humanity in general. In it Tolstoy uses his intense imaginative insight to create some of the most memorable characters in all of literature. Anna is a sophisticated woman who abandons her empty existence as the wife of Karenin and turns to Count Vronsky to fulfil her passionate nature - with tragic consequences. Levin is a reflection of Tolstoy himself, often expressing the author's own views and convictions. Throughout, Tolstoy points no moral, merely inviting us not to judge but to watch. As Rosemary Edmonds comments, 'He leaves the shifting patterns of the kaleidoscope to bring home the meaning of the brooding words following the title, 'Vengeance is mine, and I will repay.","964 pages, Paperback",English,"January 1, 1878"
83,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,https://www.goodreads.com/book/show/61215351-the-fellowship-of-the-ring,,,,,,,
84,The Elephant Tree,R.D. Ronald,https://www.goodreads.com/book/show/9293020-the-elephant-tree,3.92,"43,037 ratings",502 reviews,"Mark Fallon is an overworked detective investigating a spate of attacks at a string of high profile city centre nightclubs. Scott is a dejected 24 year old struggling to make ends meet working for his brother and supplementing his income with a small-scale drug dealing operation. Angela is an attractive 23 year old, raised by her father, a career criminal and small time drug dealer who supplies Scott with cannabis. This is a chilling tale spanning a few months in the lives of Scott and Angela, where realizations about the present combine with shocking revelations from the past leading to an apocalyptic climax where they no longer know whom they can trust.","252 pages, Paperback",English,"August 23, 2010"
85,One Flew Over the Cuckoo’s Nest,Ken Kesey,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,4.20,"785,610 ratings","19,691 reviews","Alternate cover edition of ISBN 9780451163967 Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness.","325 pages, Mass Market Paperback",English,"February 1, 1962"
86,The Brothers Karamazov,Fyodor Dostoevsky,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,4.39,"395,988 ratings","25,913 reviews","The Brothers Karamazov is a murder mystery, a courtroom drama, and an exploration of erotic rivalry in a series of triangular love affairs involving the “wicked and sentimental” Fyodor Pavlovich Karamazov and his three sons―the impulsive and sensual Dmitri; the coldly rational Ivan; and the healthy, red-cheeked young novice Alyosha. Through the gripping events of their story, Dostoevsky portrays the whole of Russian life, is social and spiritual striving, in what was both the golden age and a tragic turning point in Russian culture. This award-winning translation by Richard Pevear and Larissa Volokhonsky remains true to the verbal inventiveness of Dostoevsky’s prose, preserving the multiple voices, the humor, and the surprising modernity of the original. It is an achievement worthy of Dostoevsky’s last and greatest novel.","796 pages, Paperback",English,"January 1, 1880"
87,My Sister's Keeper,Jodi Picoult,https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,,,,,,,
88,To Kill a Mockingbird,Harper Lee,https://www.goodreads.com/book/show/2654.To_Kill_a_Mockingbird,4.26,"6,965,921 ratings","134,746 reviews","""Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird."" A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much. ""To Kill A Mockingbird"" became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film.","323 pages, Paperback",English,"July 11, 1960"
89,The Zombie Room,R.D. Ronald,https://www.goodreads.com/book/show/29908754-the-zombie-room,3.94,"43,097 ratings",467 reviews,"An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticated sex-trafficking operation, they soon realise that they are in mortal danger. The disappearance of a family member and the murder of a dear friend lead the three to delve deeper into a world of violence and deception. In their quest for retribution and justice, they put their lives on the line. Their paths cross with that of Tatiana, who has left her home country for a better life in the West—or so she thinks. She soon realises she is in the hands of ruthless, violent people, who run an operation supplying girls to meet the most deviant desires of rich and powerful men. Will she survive the horrors of The Zombie Room? Are Mangle, Decker and Tazeem brave enough to follow her there, in an attempt to set her free?","218 pages, Kindle Edition",English,"July 26, 2012"
90,A Tree Grows in Brooklyn,Betty  Smith,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,4.30,"518,928 ratings","33,520 reviews","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.","496 pages, Paperback",English,"August 18, 1943"
91,The Road,Cormac McCarthy,https://www.goodreads.com/book/show/6288.The_Road,4.00,"1,054,134 ratings","74,598 reviews","A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece. A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other. The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.","241 pages, Hardcover",English,"January 1, 2006"
92,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,https://www.goodreads.com/book/show/58613424-harry-potter-and-the-goblet-of-fire,4.57,"4,248,466 ratings","86,808 reviews","Lord Voldemort, the dark wizard responsible for the deaths of Harry's parents, is growing stronger. At the Quidditch World Cup, Voldemort's signature Dark Mark appears in the sky over the stadium, causing pandemonium. The lightning-bolt-shaped scar on Harry's forehead is sporadically causing him agonizing pain, and he is also hearing disturbing voices. Harry realizes that all this is the result of a strong connection between himself and the Dark Lord, one that is putting him in grave danger. Back at Hogwarts, the students are getting ready for the upcoming Triwizard Tournament. Witches and wizards from two other schools are coming to Hogwarts for the year to compete in a series of grueling contests. The tournament is open only to students age 17 and above, but when someone secretly enters Harry's name, he is forced to compete. How can a 14-year-old possibly pass tests that might be fatal to an advanced wizard? And with the threat of Lord Voldemort looming, will he be able to focus on the tournament at all? For Harry, his friends, and everyone in the Wizarding world, the stakes are about to become much higher. This fourth installment, with a heart-pounding and emotional climax, serves as a turning point in the series, for the reader and for Harry himself.","752 pages, Hardcover",English,"July 8, 2000"
93,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,https://www.goodreads.com/book/show/119322.The_Golden_Compass,,,,,,,
94,Gone Girl,Gillian Flynn,https://www.goodreads.com/book/show/19288043-gone-girl,4.15,"3,484,062 ratings","171,498 reviews","An alternative cover edition for this ISBN can be found here Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer shows strange searches. He says they weren't made by him. And then there are the persistent calls on his mobile phone. So what did happen to Nick's beautiful wife?","415 pages, Paperback",English,"May 24, 2012"
95,Siddhartha,Hermann Hesse,https://www.goodreads.com/book/show/52036.Siddhartha,,,,,,,
96,And Then There Were None,Agatha Christie,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,,,,,,,
97,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,https://www.goodreads.com/book/show/345627.Vampire_Academy,,,,,,,
98,Don Quixote,Miguel de Cervantes Saavedra,https://www.goodreads.com/book/show/3836.Don_Quixote,,,,,,,
99,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,https://www.goodreads.com/book/show/252577.Angela_s_Ashes,4.15,"661,655 ratings","15,731 reviews","Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic. ""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy—exasperating, irresponsible and beguiling—does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic.","452 pages, Paperback",English,"September 5, 1996"
100,The Old Man and the Sea,Ernest Hemingway,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,,,,,,,
101,The Poisonwood Bible,Barbara Kingsolver,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,,,,,,,
102,The Stranger,Albert Camus,https://www.goodreads.com/book/show/49552.The_Stranger,,,,,,,
103,The Complete Stories and Poems,Edgar Allan Poe,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,,,,,,,
104,Dark Places,Gillian Flynn,https://www.goodreads.com/book/show/5886881-dark-places,,,,,,,
105,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,4.02,"656,540 ratings","22,719 reviews","In a darkened room a young man sits telling the macabre and eerie story of his life - the story of a vampire, gifted with eternal life, cursed with an exquisite craving for human blood. Here are the confessions of a vampire. Hypnotic, shocking, and chillingly erotic, this is a novel of mesmerizing beauty and astonishing force --- a story of danger and flight, of love and loss, of suspense and resolution, and of the extraordinary power of the senses. It is a novel only Anne Rice could write.","346 pages, Paperback",English,"April 12, 1976"
106,Shutter Island,Dennis Lehane,https://www.goodreads.com/book/show/21686.Shutter_Island,4.14,"230,945 ratings","13,162 reviews","The year is 1954. U.S. Marshal Teddy Daniels and his new partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple murderess Rachel Solando is loose somewhere on this remote and barren island, despite having been kept in a locked cell under constant surveillance. As a killer hurricane relentlessly bears down on them, a strange case takes on even darker, more sinister shades—with hints of radical experimentation, horrifying surgeries, and lethal countermoves made in the cause of a covert shadow war. No one is going to escape Shutter Island unscathed, because nothing at Ashecliffe Hospital is what it seems. But then neither is Teddy Daniels.","369 pages, Mass Market Paperback",English,"April 13, 2003"
107,Atlas Shrugged,Ayn Rand,https://www.goodreads.com/book/show/662.Atlas_Shrugged,3.69,"408,831 ratings","21,685 reviews","This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators? Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions. This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check.","1168 pages, Paperback",English,"October 10, 1957"
108,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,4.26,"993,156 ratings","39,449 reviews","The Expose Millenium publisher Mikael Blomkvist has made his reputation exposing corrupt establishment figures. So when a young journalist approaches him with an investigation into sex trafficking, Blomkvist cannot resist waging war on the powerful figures who control this lucrative industry. The Murder When a young couple is found dead in their Stockholm apartment, it's a straightforward job for Inspector Bublanski and his team. The killer left the weapon at the scene - and the fingerprints on the gun point in only one direction. The Girl Who Played with Fire Ex-security analyst Lisbeth Salander is wanted for murder. Her history of unpredictable and vengeful behaviour makes her an official danger to society - but no-one can find her. The only way Salander can be reached is by computer. But she can break into almost any network she chooses...","503 pages, Hardcover",English,"January 1, 2006"
109,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,4.29,"214,624 ratings","8,782 reviews","The adventures of Christopher Robin and his friends in which Pooh Bear uses a balloon to get honey, Piglet meets a Heffalump, and Eeyore has a birthday.","161 pages, Hardcover",English,"October 14, 1926"
110,"The Notebook (The Notebook, #1)",Nicholas Sparks,https://www.goodreads.com/book/show/33648131-the-notebook,4.17,"1,852,765 ratings","29,293 reviews","Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again. Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. It is a story of miracles and emotions that will stay with you forever.","227 pages, Kindle Edition",English,"October 1, 1996"
111,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,4.47,"11,548,512 ratings","197,420 reviews","""Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'."" Harry Potter has never even heard of Hogwarts when the letters start dropping on the doormat at number four, Privet Drive. Addressed in green ink on yellowish parchment with a purple seal, they are swiftly confiscated by his grisly aunt and uncle. Then, on Harry's eleventh birthday, a great beetle-eyed giant of a man called Rubeus Hagrid bursts in with some astonishing news: Harry Potter is a wizard, and he has a place at Hogwarts School of Witchcraft and Wizardry. An incredible adventure is about to begin!","309 pages, Hardcover",English,"June 26, 1997"
112,Fahrenheit 451,Ray Bradbury,https://www.goodreads.com/book/show/4381.Fahrenheit_451,,,,,,,
113,A Story of Yesterday,Sergio Cobo,https://www.goodreads.com/book/show/58913358-a-story-of-yesterday,4.53,"22,048 ratings",875 reviews,"A Story of Yesterday is a concise and straight punch to the jaw of life. Under a sky of different colors germinates a magical story of survival, where the result of each choice, enclosed in this particular tale, will snatch the whereabouts of each story forever.","70 pages, Kindle Edition",English,"March 6, 2014"
114,"The Shining (The Shining, #1)",Stephen  King,https://www.goodreads.com/book/show/11588.The_Shining,,,,,,,
115,Perfume: The Story of a Murderer,Patrick Süskind,https://www.goodreads.com/book/show/343.Perfume,4.04,"564,907 ratings","34,885 reviews","An alternative cover edition for this ISBN can be found here . An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder. In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity.","263 pages, Paperback",English,"February 26, 1985"
116,"Moby-Dick or, The Whale",Herman Melville,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,3.57,"621,933 ratings","28,510 reviews","""It is the horrible texture of a fabric that should be woven of ships' cables and hawsers. A Polar wind blows through it, and birds of prey hover over it."" So Melville wrote of his masterpiece, one of the greatest works of imagination in literary history. In part, Moby-Dick is the story of an eerily compelling madman pursuing an unholy war against a creature as vast and dangerous and unknowable as the sea itself. But more than just a novel of adventure, more than an encyclopaedia of whaling lore and legend, the book can be seen as part of its author's lifelong meditation on America. Written with wonderfully redemptive humour, Moby-Dick is also a profound inquiry into character, faith, and the nature of perception. This edition of Moby-Dick , which reproduces the definitive text of the novel, includes invaluable explanatory notes, along with maps, illustrations, and a glossary of nautical terms.","720 pages, Paperback",English,"October 18, 1851"
117,Fight Club,Chuck Palahniuk,https://www.goodreads.com/book/show/36236124-fight-club,,,,,,,
118,A Prayer for Owen Meany,John Irving,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,4.24,"339,628 ratings","18,067 reviews","Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.","637 pages, Paperback",English,"January 1, 1989"
119,The Secret History,Donna Tartt,https://www.goodreads.com/book/show/29044.The_Secret_History,4.15,"1,059,945 ratings","127,661 reviews","Truly deserving of the accolade modern classic, Donna Tartt's novel is a remarkable achievement—both compelling and elegant, dramatic and playful. Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last—inexorably—into evil.","559 pages, Paperback",English,"September 16, 1992"
120,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,4.43,"4,554,008 ratings","99,474 reviews","Ever since Harry Potter had come home for the summer, the Dursleys had been so mean and hideous that all Harry wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he’s packing his bags, Harry receives a warning from a strange impish creature who says that if Harry returns to Hogwarts, disaster will strike. And strike it does. For in Harry’s second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor and a spirit who haunts the girls’ bathroom. But then the real trouble begins – someone is turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possibly be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects… Harry Potter himself!","352 pages, Hardcover",English,"July 2, 1998"
121,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,https://www.goodreads.com/book/show/7171637-clockwork-angel,4.30,"881,135 ratings","47,249 reviews","In a time when Shadowhunters are barely winning the fight against the forces of darkness, one battle will change the course of history forever. Welcome to the Infernal Devices trilogy, a stunning and dangerous prequel to the New York Times bestselling Mortal Instruments series. The year is 1878. Tessa Gray descends into London’s dark supernatural underworld in search of her missing brother. She soon discovers that her only allies are the demon-slaying Shadowhunters—including Will and Jem, the mysterious boys she is attracted to. Soon they find themselves up against the Pandemonium Club, a secret organization of vampires, demons, warlocks, and humans. Equipped with a magical army of unstoppable clockwork creatures, the Club is out to rule the British Empire, and only Tessa and her allies can stop them...","479 pages, Hardcover",English,"August 31, 2010"
122,"The Hobbit, or There and Back Again",J.R.R. Tolkien,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,4.30,"4,510,707 ratings","90,231 reviews","In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort. Written for J.R.R. Tolkien’s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).","366 pages, Paperback",English,"September 21, 1937"
123,The Metamorphosis,Franz Kafka,https://www.goodreads.com/book/show/485894.The_Metamorphosis,3.91,"1,467,298 ratings","73,833 reviews","Alternate cover edition of ISBN 0553213695 / 9780553213690 ""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" With it's startling, bizarre, yet surprisingly funny first opening, Kafka begins his masterpiece, The Metamorphosis . It is the story of a young man who, transformed overnight into a giant beetle-like insect, becomes an object of disgrace to his family, an outsider in his own home, a quintessentially alienated man. A harrowing—though absurdly comic—meditation on human feelings of inadequacy, guilt, and isolation, The Metamorphosis has taken its place as one of the most widely read and influential works of twentieth-century fiction. As W.H. Auden wrote, ""Kafka is important to us because his predicament is the predicament of modern man.""","201 pages, Mass Market Paperback",English,"January 1, 1915"
124,It,Stephen  King,https://www.goodreads.com/book/show/830502.It,4.24,"1,287,337 ratings","44,665 reviews","Welcome to Derry, Maine ... It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ... They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.","1184 pages, Paperback",English,"September 15, 1986"
125,The Girl on the Train,Paula Hawkins,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,3.96,"3,323,213 ratings","137,689 reviews","Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She’s even started to feel like she knows the people who live in one of the houses. “Jess and Jason,” she calls them. Their life—as she sees it—is perfect. If only Rachel could be that happy. And then she sees something shocking. It’s only a minute until the train moves on, but it’s enough. Now everything’s changed. Now Rachel has a chance to become a part of the lives she’s only watched from afar. Now they’ll see; she’s much more than just the girl on the train... An alternative cover edition for this ISBN can be found here .","336 pages, Hardcover",English,"January 13, 2015"
126,The Secret Life of Bees,Sue Monk Kidd,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,,,,,,,
127,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,4.52,"1,095,228 ratings","62,292 reviews","Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. A high-action story written with a poet's hand, The Name of the Wind is a masterpiece that will transport readers into the body and mind of a wizard.","662 pages, Hardcover",English,"March 27, 2007"
128,The Red Tent,Anita Diamant,https://www.goodreads.com/book/show/4989.The_Red_Tent,4.21,"635,558 ratings","24,005 reviews","Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood—the world of the red tent. It begins with the story of her mothers—Leah, Rachel, Zilpah, and Bilhah—the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.","324 pages, Hardcover",English,"January 1, 1997"
129,Mystic River,Dennis Lehane,https://www.goodreads.com/book/show/21671.Mystic_River,4.18,"167,476 ratings","6,373 reviews","When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.","416 pages, Paperback",English,"January 1, 2001"
130,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,https://www.goodreads.com/book/show/28877.Red_Dragon,,,,,,,
131,The Master and Margarita,Mikhail Bulgakov,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,4.28,"430,301 ratings","29,239 reviews","The first complete, annotated English Translation of Mikhail Bulgakov's comic masterpiece. An audacious revision of the stories of Faust and Pontius Pilate, The Master and Margarita is recognized as one of the essential classics of modern Russian literature. The novel's vision of Soviet life in the 1930s is so ferociously accurate that it could not be published during its author's lifetime and appeared only in a censored edition in the 1960s. Its truths are so enduring that its language has become part of the common Russian speech. One hot spring, the devil arrives in Moscow, accompanied by a retinue that includes a beautiful naked witch and an immense talking black cat with a fondness for chess and vodka. The visitors quickly wreak havoc in a city that refuses to believe in either God or Satan. But they also bring peace to two unhappy Muscovites: one is the Master, a writer pilloried for daring to write a novel about Christ and Pontius Pilate; the other is Margarita, who loves the Master so deeply that she is willing literally to go to hell for him. What ensues is a novel of inexhaustible energy, humor, and philosophical depth, a work whose nuances emerge for the first time in Diana Burgin's and Katherine Tiernan O'Connor's splendid English version.","372 pages, Paperback",English,"January 1, 1967"
