rank,title,author,search_rating_info,url,rating,ratings_count,reviews_count,description,format,language,published
268,الروح,Ibn Qayyim Al-Jawziyya,"4.15 avg rating — 3,648 ratings",https://www.goodreads.com/book/show/2750303,4.15,"3,648 ratings",390 reviews,هذا كتاب عظيم النفع جليل القدركثير الفائدة ما صنف مثله في معناه فلا تكاد تجد ما تضمنه من بدائع الفوائد وفوائد القلائد في كتاب سواء ويشتمل علي جملة من المسائل تتضمن الكلام علي أرواح الأموات والأحياء بالدلائل من الكتاب والسنة والآثار وأقوال العلماء الأخيار لا أدري أسئل مصنفة قدس الله روحه عنها فأجاب أم سئل عن البعض ولكن هو أطال الخطاب فإني رأيته مجردا عن خطبة وسؤال أصلا مبتدئا فيه بقوله ( أما فأحببت بعد استخارة الله سبحانه وتعالي أن افتتحه بهذه الخطبة المباركة العظيمة لكونه كتابا في ضمن مسائله التي تتأملها وتشاهدها كل درة يتيمة لينشرح صدر الناظر فيه .,363 pages,Arabic,"January 1, 1320"
269,خلق المسلم,Muhammad Al-Ghazali,"4.39 avg rating — 4,462 ratings",https://www.goodreads.com/book/show/6048350,4.39,"4,462 ratings",414 reviews,"This is a translation of Khuluq al-Muslim in American English. The book presents the comprehensive nature of Islamic morality which covers all aspects of life - public as well as private, religious as well as social, economic as well as political. Islamic morality is not limited to Muslim society but it extends to human society.",212 pages,Arabic,"January 1, 1987"
270,كتاب مالوش اسم,أحمد العسيلي,"3.38 avg rating — 7,124 ratings",https://www.goodreads.com/book/show/6681613,3.38,"7,124 ratings",731 reviews,وانا صغيّر كان فيه حلم يقظة بيجيلي كتير جدًّا؛ قال خير اللهم اجعله خير، طالع انا في التليفزيون بَقُول نظريات وأفكار ورأيي في كل حاجة في الدنيا، والمذيعة الحلوة منبهرة جدًّا بكل كلمة بقولها. وقاعد انا بقه مُنْجَعِصْ بثقة في الكرسي بتاعي ومكتوب تحت صورتي بالبنط العريض «المفكّر الكبير: أحمد العسيلي». حلم غريب جدًّا طبعًا. هي دي شغلانة يحلم بيها طفل دي؟ المفكّر الكبير؟! بس الحمد لله.. جزء من النبوءة تحقق.. بَطْلَع في التليفزيون وفي الراديو وبَكتب مقالات وكمان بَكتب كتاب اهه.. بس الأهم، لإنه السبب في كل ده.. إني على طول بَفكّر.. بَفكّر.. بَفكّر.. أحمد العسيلي,"193 pages, Paperback",Arabic,"January 1, 2009"
271,السقا مات,يوسف السباعي,"4.15 avg rating — 4,292 ratings",https://www.goodreads.com/book/show/3930100,4.15,"4,292 ratings",494 reviews,"حدثت هذه القصة حوالي عام 1921 في حي الحسينية ومازال مسرح حوادثها قائما كما هو، وقد تكون كف السنين بدلت وجهه بالفناء والهدم، والبناء والتنظيم.. إلا أن الكثير من علاماته المميزة مازالت قائمة على حالها لم يخن عليها الدهر، ولم يبدلها الزمن. وأشهر هذه العلامات وأشدها ارتباطًا بقصتنا صنبور المياه الحكومي. القائم في إحدى زوايا درب السماكين، أمام كشك صغير تربع فيه ""سيد الدنك"" المانح المانع، الآمر الناهي في مياه الحي. الحاكم بأمره في صف طويل عريض من النسوة ذوات الصفائح، والرجال ذوي القرب. وكم أود لو وضعت القارئ في مسرح القصة وجعلته يتجول في أزقته وحواريه، ويراها رأى العين.. ولكنني أشك كثيرا في أن قارئ هذا الجيل يستطيع الوصول بسهولة إلى هذه الربوع القديمة التي دالت دولتها وأدبر عزها وعفى جمالها وزال سؤددها، وأضحت قصورها أطلالا بالية ودمنا عافية.. ومع ذلك فليس أحب إلى من التطوع بقيادته إلى هناك واصطحابه في جولة قصيرة سريعة، تعطى له مجرد فكرة سطحية عابرة عن المكان، الذي أوشك أن أزج به إليه. واضعه فيه، خلال فترة قراءته لهذه القصة.","333 pages, Paperback",Arabic,"January 1, 1952"
272,نيران صديقة,Alaa Al Aswany,"3.27 avg rating — 7,145 ratings",https://www.goodreads.com/book/show/5520516,3.27,"7,145 ratings",538 reviews,"كما برع علاء الأسواني في كتابة الرواية، فقد برع أيضا في كتابة القصة القصيرة. وفي هذا الكتاب تنفرد دار الشروق بنشر الأعمال القصصية المجمعة لمؤلف ""عمارة يعقوبيان"" في كتاب واحد. وهي القصص التي نشرت من قبل في مجموعتين قصصيتين نفدتا منذ مدة طويلة وهما:""الذي اقترب ورأى"" و""جمعية منتظري الزعيم"" ثم نشرت مختارات منهما تحت عنوان ""نيران صديقة"" عام 2004 وتقدم القصص تحليلا رائعا للمجتمع المصري في صورة نابضة وواقعية لقاهرة اليوم","225 pages, Paperback",Arabic,"January 1, 2004"
273,حب في أغسطس (فانتازيا، #36),Ahmed Khaled Towfik,"4.17 avg rating — 1,826 ratings",https://www.goodreads.com/book/show/6279483,4.17,"1,826 ratings",235 reviews,هناك قصص حب في كل فصول السنة.. لكننا اليوم نحكي عن قصة حب في (أغسطس).. في عالم قرر كل ما فيه أن يكون قبيحًا أو سوقيًا أو فظًا أو قاسيًا أو متعجرفًا أو غامضًا، فإن بعض الكلام عن الرومانسية لن يؤذي أحداً..لماذا (أغسطس) بالذات ؟.. لا.. ليس هذا نوعًا من أدب المناسبات.. إن القصة تبدأ كما يلي,"154 pages, Paperback",Arabic,"July 1, 2006"
274,الطيبيون,أدهم العبودي,3.70 avg rating — 333 ratings,https://www.goodreads.com/book/show/22493251,3.70,333 ratings,83 reviews,"رواية الطيبيون هي الرواية الأولى في العالم التي تسرف تفاصيل الحرب التي خاضها ملوك أسرة الأناتفة لأكثر من مئتي سنة لاسترداد المُلك لطيبة رغم كثرة الروايات العربية والأجنبية إلا أن أحدا لم يلتفت من قبل لهذه الأسرة المؤثرة بقوة في تاريخ مصر القديم والتي صنعت أسطورة ""طيبة"" التي يتحاكى عنها الأولون والآخرون *** ""أدهم العبودي"" مستقبل الرواية في مصر والوطن العربي، يكتب بلغة عالمية. لا ينافسه أحد، ولا يقاربه أحد في موهبته، له عالمه بخصوصيّته الفريدة، ولا أجد أنّ كاتبًا يمتلك مثلما يمتلك ""أدهم"" من تميّز. (بهاء طاهر) أنا من اللذين تأسرهم التفاصيل، وأرى هنا عينًا لاقطة بمهارة وتفاصيل ممتعة وسرد مشحون. شكرًا للمتعة. (أمير تاج السّر) ""الطيبيون"" لغة مكتوبة كالأقانيم، إذ تجدها تنحت كلماتها وبها روح ""الكرنك""؛ المعبد القديم. يمنحك ""أدهم العبودي"" معمارًا متفرّدًا، كما يمنحك رائحة وطعم الزمن وتقلّباته. رواية فارقة، ولغتها وصفية بامتياز. (محسن يونس) *** من أجواء الرواية .... في سهاد المساء الرخيم، تخلد ""الكرنك"" إلى النوم، ربما مبكّرًا، ربما من شدّة السأم، إنّما تخلد إلاّ من أساطيرها التي لن تغفو متى ظلّ الزمن؛ تلك المحفورة في أذهان الأجيال وفوق جدران المعابد، ومن بعض الرجال الذين يخرجون لقضاء الأمسية في بار ""التِرس"" يحتسون البيرة وعرق البلح والزبيب ويدخّنون الحشيش. الأجواء هادئة تمامًا، والريح الخفيفة لم تزل تعبث بقمم النخيل الباسقة في كلّ المساحات، فيبدو وشيشها ملائمًا للسكون. كانت ""الكرنك"" غافية.. شاغرة.. إلاّ من هؤلاء، ومن ""ممدوح"" المحنّي فوق مياه ""الملاّحة"" يتشطّف من أشياء وأشياء، قديمها وجديدها، طالما تذكّرها فغاج فؤاده ونبض متقرّحًا. فمه يهمهم بالدعوات والأوراد، كدأبه في كلّ مساء. انتبه على لهاث ""عبيد"" المُقبل من بعيد، فاعتدل وبدا مغشيّ البصر، كأنّما دمعًا لم يزل مقترنًا بالدعوات شحيحة الأمل، مضى يستوضح ببصره، مطّ رأسه فبان له الطريق، ولمح جسد ""عبيد"" الآتي هرولة، كان وجهه مليئًا بالعرق وبالرعب، فاستقام ناهضًا، نفض عن يديه بقايا قطرات ماء الملاّحة، ومسح بكمّ جلبابه وجهه، بدا أنّ ""عبيد"" وجد أخيرًا من ينتزعه من فزعه، صاح بصوت عال من قبل حتّى أن يستشرف عن هوية ""ممدوح"": - الحقني، الحقني ربنا يبارك فيك. في برود تلقائي، وعلى مضض، وفي نبرة غير حافلة، قال ""ممدوح"": - خير...؟! وهمّ يزجره، لكن دنا ""عبيد"" منه، بسرعة رمى بجسده عليه كمن عثر على ضالّة مفقودة، كان يلهث مثل جرو، وكانت له رائحة قبو مغلق، أسمال جلبابه المتهرئ مليئة باتّساخات قديمة تبعث على التقزّز والقشعريرة، فغر ""ممدوح"" فاه، أدرك أنّ في الأمر خطبًا ليس هينًا.. ""وهل هذا وقته!"".. تطلّع للحظة نحو ""عبيد"" ولبث يأوي لتركيز واهن، إضاءة عامود النور في الأعلى الساقطة عليهما تكشف عن كلّ ملامح ""عبيد"" فيبدأ يستعيد بها كذلك تركيزه، خدّاه مرتّعان بشروخ محفورة واضح أنّها منذ زمن ليس بقريب، تركت فوق وجهه أمارات القبح وسمات اللصوصية، في الواقع هذه هي المرّة الأولى التي يتفحّصه فيها عن قرب، كان يراه قبلًا ككلّ أهل المدينة، واحدًا من أولئك اللصوص المدشّنين بالاحتقار، الذين يسطون على أحواش البهائم في العشيّة وتحت جنح الظلام، من دون أن يتمكّن من القبض عليه أحد، رغم أنّهم يعلمون بما لا يدع مجالًا لريب أنّ من يختلس بهائهم هو ""عبيد"" وعصابته، ذلك إن كانت له عصابة، كان يراه من بعيد ولا يحفل في التدقيق في ملامحه، يبتسم له ابتسامة فاترة على مضض، أو يرفع له يده نصف رفعة كأنّه يقول: (غور)، ثم يمضي عنه ببصره في امتعاض، إنّما ماله يشعر الآن أنّ عليه أن يشاطره الرعب الذي أفضى به إلى طريقه؟ ربما الفضول، وربما الشفقة، وربما القليل من التسرية. راح يتفحّصه بإمعان، لم يكن طويلًا ذلك الطول ولا نحيفًا كما بدا ذي قبل، ولا قبيحًا للدرجة، بل كان مرتجفًا خائفًا ممّا ينفي عنه هيبة أنّه لصّ ونطّاط بيوت، ضحك في نفسه ضحكة مفتقدة وقال: أنت حرامي بهائم، أدعى بالفعل أن تكون أكثر خزيًا وانكسارًا ورعبًا عند مقابلة الخلق، ولابد أنّ واحدًا ممّن سطوت على بهيمته الليلة يلاحقك بالسلاح. أخذ في التطلّع له وهو يرتجف مثل عريان في ليلة شتاء قارص، بشكل أكثر تدقيقًا، انتابه للحظة إحساس بالقرف، من وجهة نظر ""ممدوح"" سرقة البهائم أدنى مستويات الإجرام وأقلّها شرفًا. كان فم ""عبيد"" يدلق اللعاب من غير وعي أو اتّزان، وعيناه مغيّمتان لا تستقران في نظرة محدّدة، أكمل في تهدّج وفي لوعة: - أستاذ ""ممدوح"".. حمدًا لله. - مالك...؟! اهدأ... - ""عيط الله""... ابتسم ""ممدوح""، ربما أدرك في قرارة نفسه أيضًا منذ أن رآه بمثل تلك السحنة الشاحبة أنّ احتمال الخرافة وراء الحكاية ليس بناءٍ، الليل في ""الكرنك"" يحمل في ثنايا هدوئه ورونقه الكثير من شاكلة ""عبيد""، هؤلاء الذين يقسمون أنّهم رأوا ""عيط الله"" فروّعهم، لم تكن المرّة الأولى التي يقابل فيها الفارّين منه، أو من غيره من شخوص الأساطير التي يختزلها المكان، إنّما لا يصدّق في الغالب إلاّ ما يستقر له وجدانه أو ما يرى بعينيه، أكمل ""عبيد"" كأنّه يهذي: - رأيته بعيني.. والله رأيته.. شكله أستغفر الله.. وشرّ الدنيا ينطّ من عينيه.. وأخذ يتلفّت حوله بنفس الفزع، ثم أضاف: - أظنني أضعته.. هه.. لن يخرج خلفي من المعبد.. ملعون ابن الكلب.. صح يا أستاذ ""ممدوح""؟!","294 pages, Unknown Binding",,"January 1, 2014"
275,بداية ونهاية,Naguib Mahfouz,"4.11 avg rating — 8,559 ratings",https://www.goodreads.com/book/show/5954846,4.11,"8,559 ratings",905 reviews,"قد يلفت انتباهك اسم الرواية ""بداية ونهاية ""، ويتركك حائرًا متسائلًا، بداية ماذا؟ ونهاية ماذا؟ وسرعان ما ستتبدد تلك التّساؤلات من خلال سير الأحداث، فتدرك أنّ اسم الرّواية يختصر قصّتنا في كلمتين، ويضعها في إطار مُتقن، رسم كاتبنا من خلاله أحداث قصّته، موضّحا أنّ النّهاية لتلك القصّة ما هي إلّا المصير المحتوم لبدايتنا، فالبداية كانت بالموت والنّهاية مع الموت، وما بينهما ما هو إلّا مجموعة من التّفاصيل والأحداث تتناول شخصيّات القصّة و تضحياتها، كيف بدأت كلّ منها؟ وكيف انتهت؟ هذا ما سيعرضه لنا الكاتب بإتقان محكم ونسيج متقن، فقد صال وجال في بحور اللّغة وألوانها، ممّا لن يدع مجالا للشّكّ في نفسك بأنّ ما ينقله هو صورة طبق الأصل لواقع نحياه، وستجد نفسك وقد ارتبطت بأبطاله وألفتهم، حتى بتّ تحيا معهم، فمصابهم مصابنا، وحزنهم حزننا، بكينا كما بكوا، وضحكنا حين ضحكوا.","412 pages, Paperback",Arabic,"January 1, 1949"
276,ماذا علمتني الحياة؟,Galal Amin,"3.99 avg rating — 4,169 ratings",https://www.goodreads.com/book/show/6016941,3.99,"4,169 ratings",613 reviews,ماذا علمتنى الحياة منذ سنوات كثيرة، رأيت فيلما بولنديا صامتا لا يزيد طوله على عشر دقائق، ظلت قصته تعود إلى ذهنى من وقت لآخر، وعلى الأخص كلما رأيت أحدًا من أهلى أو معارفى يصادف فى حياته ما لا قِبَلَ له بردّه أو التحكم فيه. تبدأ القصة البسيطة بمنظر بحر واسع، يخرج منه رجلان يرتديان ملابسهما الكاملة، ويحملان معا، كل منهما فى طرف، دولابا عتيقا ضخما، يتكون من ثلاث ضلف، وعلى ضلفته الوسطى مرآة كبيرة. يسير الرجلان فى اتجاه الشاطئ وهما يحملان هذا الدولاب بمشقة كبيرة، حتى يصلا إلى البرّ فى حالة إعياء شديد، ثم يبدآن فى التجول فى أنحاء المدينة وهما لا يزالان يحملان الدولاب. فإذا أرادا ركوب الترام حاولا صعود السلم بالدولاب وسط زحام الرّكاب وصيحات الاحتجاج. وإذا أصابهما الجوع وأرادا دخول مطعم، حاولا دخول المطعم بالدولاب فيطردهما صاحب المكان. لا يحتوى الفيلم إلا على تصوير محاولاتهما المستميتة فى الاستمرار فى الحياة وهما يحملان دولابهما الثقيل، إلى أن ينتهى بهما الأمر بالعودة من حيث أتيا، فيبلغان الشاطئ الذى رأيناه فى أول الفيـلم، ثم يغيبـان شيئًا فشيئًا فى البـحـر، حيث تغمرهما الميـاه وهمـا لا يزالان يحملان الدولاب. منذ رأيت هذا الفيلم وأنا أتصوّر حالى وحال كل من أعرف وكأن كلاً منا يحمل دولابه الثقيل، يأتى معه إلى الدنيا ويقضى حياته حاملا إيّاه دون أن تكون لديه أية فرصة للتخلص منه، ثم يموت وهو يحمله. على أنه دولاب غير مرئىّ، وقد نقضى حياتنا متظاهرين بعدم وجوده، أو محاولين إخفاءه، ولكنه قدر كل منا المحتوم الذى يحكم تصرفاتنا ومشاعرنا واختياراتنا أو ما نظن أنها اختياراتنا. فأنا لم أختر أبى وأمى أو نوع العائلة التى نشأت بها، أو عدد إخوتى وموقعى بينهم، ولم أختر طولى أو قصرى، ولا درجة وسامتى أو دمامتى، أو مواطن القوة والضعف فى جسمى وعقلى. كل هذا علىّ أن أحمله أينما ذهبت، وليس لدىّ أى أمل فى التخلص منه,"399 pages, Paperback",Arabic,"May 1, 2007"
277,النبطي,Youssef Ziedan,"3.44 avg rating — 15,064 ratings",https://www.goodreads.com/book/show/9666241,3.44,"15,064 ratings","1,837 reviews",تدور أحداث الرواية فى العشرين سنة التي سبقت فتح مصر، ويظهر في بعض مشاهدها الفاتح عمرو بن العاص وزوجته ريطة (رائطة) والصحابي حاطب بن أبى بلتعة، إضافة إلى شخصيات خيالية يكشف من خلالها النص الروائي عن طبيعة الحياة والإنسان والاتجاهات الدينية التي كانت سائدةً في المنطقة الممتدة من دلتا النيل إلى شمال الجزيرة العربية، في الوقت الذي ظهر فيه الإسلام وانتشر شرقاً وغرباً.,"381 pages, Paperback",Arabic,"January 1, 2010"
278,طبائع الاستبداد ومصارع الاستعباد,Abd al-Rahman al-Kawakibi,"4.19 avg rating — 10,670 ratings",https://www.goodreads.com/book/show/2312458._,,,,,,,
279,مشاغب,أحمد جمال الدين رمضان,"4.41 avg rating — 1,110 ratings",https://www.goodreads.com/book/show/196930486,4.41,"1,110 ratings",318 reviews,مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية,"144 pages, Paperback",Arabic,"January 1, 2024"
280,أحببتك أكثر مما ينبغي,أثير عبدالله النشمي,"3.55 avg rating — 54,937 ratings",https://www.goodreads.com/book/show/7119070,3.55,"54,937 ratings","5,721 reviews","""أجلس اليوم إلى جوارك، أندب أحلامي الحمقى.. غارقة في حبي لك ولا قدرة لي على انتشال بقايا أحلامي من بين حطامك..""، ""أحببتك أكثر مما ينبغي، وأحببتني أقل مما أستحق!"" تبدأ الكاتبة السعودية روايتها بنفس المقطع الذي تنتهي به، لتروي بينهما قصة ""جمانة"" و""عزيز"" التي ""لن تنتهي!"". تبوح المرأة بتفاصيل مشاعرها تجاه الرجل الذي تحب، والأهم أنها تحاول التعبير عن حالتها الذهنية في تناقضها الحتمي مع حالة الحب الذي تكنّ. فالشرخ الذي يولّد عذابات جمة لا دواء لها، لا بد قائم بين عقلها وقوة مشاعرها، وعطائها الذي لا حدود له للمحبوب: ""كنت على استعداد لأن أصغر فتكبر..لأن أفشل لتنجح، لأن أخبو لتلمع..""، ونوعية حبها الذي لا يقدره بل يتجاهله أو يقوم باستغلاله لصالح أهداف أقل أهمية منه بكثير، وأقل قيمة. ""ما زلت لا أدرك، لا أدرك كيف يتلاعب رجل بامرأة تحبه من دون أن يخاف للحظة مما يفعله نحوها!"" في كل مرة و""بعد كل خيبة أمل.. بعد كل محنة وكل نزوة.. كنت أحاول لملمة أجزائي لنفتح مجدداً صفحة بيضاء أخرى..""، لكن ""البدايات الجديدة ما هي إلا كذبة"". تستعيد الكاتبة ذكرياتها معه منذ البداية في مقهى خارج الوطن الذي غادرته للدراسة: ""الوطن الذي لو لم أغادره لما حدث كل هذا.. أتكون أنت عقابي على مغادرة وطن أحبني!..""، وفكرة العقاب والثواب التي يسخر منها عزيز، تؤمن هي بها: ""مؤمنة أنا بيوم الحساب أكثر من أي شيء،"" لأنها تأمل عبرها أن ينال عزيز عقابه على ما اقترفه بحقها. قالت لهما العجوز الهندية غريبة الأطوار، دون سابق معرفة: ""هي متعبة منك..منك فقط..وأنت متعب من كل شيء..""، وقالت لها ""هيفاء"" صديقتها الكويتية التي تتخاصم دائما وعزيز، بأنه لا يستحقها، وتقول جمانة له اليوم ""حبي لك كان أعمى يا عزيز..وأن هيفاء رأت فيك ما لم أره..""، رأت الكذب المتسلسل والخيانة والإنكار الذي يشكك الآخر بنفسه وبعقله وإحساسه، وهي صفات تتجاهلها المرأة التي تحب رجلاً يحبها لكنه غير قادر على الالتزام بها. قال لها بصراحة: ""اسمعي.. أنا رجل لعوب.. أشرب وأعربد وأعاشر النساء.. لكنني أعود إليك في كل مرة..""، وكانت تتحمل الأذى: ""تؤذينني عمداً وكأنك تفرغ في نفسي أحقادك وأوجاعك وأمراضك، تؤذيني عمداً باسم الحبّ.."". وهي بالرغم من كل الحقائق والوقائع تعترف: ""لم أبكِ بحرقة إلا بسببك ولم أضحك من أعماقي إلا معك.. أليست بمعادلة صعبة..؟ يحلل لها زياد صديقهما المشترك الوضع: ""أحببته لدرجة أخافته!.. لم يكن قادراً على ضمك لقائمة نسائه ولم يتمكن من الابتعاد عنك.. أحبك لدرجة أنه كان يخشى عليك من نفسه.. كما كان يخشى منك في الوقت ذاته.."" كيف يلتقيان، وهو يؤمن بأن الغاية تبرر الوسيلة، وهي تؤمن ""بأن الوسيلة أحياناً أهم من الغاية!""؟ ""قلت لي يوماً بأن حكايات الحبّ الشرقية غالباً ما تنتهي بمأساة. واليوم أعرف بأنك كنت محقاً في هذا.."" تنقل الرواية بصدق عميق ما يدور في أعماق المرأة في حالة حب،ّ من أحاسيس وأفكار وتناقضات، إذ تظن أن الخيار الصعب إلى أقسى مداه يكمن في الحفاظ على مشاعر الحبّ الجياشة واستمرارها، على حساب التنكّر للذات الواعية والمدركة لتلاعب الطرف الآخر بها، لكنها بأي حال، وحتى في حال دفع الحساب، لن تحصل على مبتغاها.","326 pages, Paperback",Arabic,"January 1, 2009"
281,السكان الأصليين لمصر,Belal Fadl,"3.76 avg rating — 3,231 ratings",https://www.goodreads.com/book/show/6136499,3.76,"3,231 ratings",291 reviews,مشكلتي الثانية هى أنني أشعر بأكلان فظيع في ضهري، لا أدري هل سببه الحشرات التي يقسم زملائي أنها أقدم في المستشفى من بهيرة كبيرة الممرضات، أم سببه رقودي على السرير على وضع واحد كل هذا الوقت، مع أن التغيير سنة الحياة، نبهني عم عبد البديع إلى التباس الجملة الأخيرة وكونها يمكن أن تسوء موقفي في القضية، لكني أقسم لسيادتك أني لا أقصد منها شيء سوى أني فعلا أريد أن أمارس حقي الدستوري في الهرش وتغيير وضع رقودي على السرير، فانا لست دولة تستحمل أن تعيش ربع قرن على وضع واحد دون أن تغيير، أنا بشر ضعيف خلقت من تراب وسففت التراب ويلزمني بين الحين والآخر أن أتقلب على الجنبين، فهل هذا كثير علي سيادتك؟! المؤلف,309 pages,Arabic,"January 1, 2009"
282,طفيليات,أحمد جمال الدين رمضان,"4.41 avg rating — 1,133 ratings",https://www.goodreads.com/book/show/196924969,4.41,"1,133 ratings",327 reviews,مجموعة قصصية متنوعة تجمع ما بين القصة الساخرة، الاجتماعية، الرعب، وحتى القصص المبنية على أحداث حقيقية,"140 pages, Paperback",Arabic,"August 1, 2023"
283,ثرثرة فوق النيل,Naguib Mahfouz,"3.74 avg rating — 10,737 ratings",https://www.goodreads.com/book/show/6122468,3.74,"10,737 ratings","1,362 reviews",لم يُبدع الإنسان ما هو أصدق من المهزلة.,"161 pages, Paperback",Arabic,"January 1, 1966"
284,ميرامار,Naguib Mahfouz,"3.82 avg rating — 8,224 ratings",https://www.goodreads.com/book/show/3495961,3.82,"8,224 ratings",895 reviews,فى بنسيون ميرامار بجوار محطة الرمل بالإسكندرية - وفى الستينات بكل صراعاتها الفكرية والسياسية والإجتماعية- تلتقى مجموعة من الشخصيات المتنافرة المتصارعة . وفى المركز من كل ذلك تبدو زهرة الريفية النقية الطموحة. فهل يفوز بها أحد ؟ يحكى نجيب محفوظ هذه الحكاية عن طريق أربع شخصيات من سكان البنسيون من أربع وجهات نظر. إنها رباعية الإسكندرية الجديدة,"284 pages, Paperback",Arabic,"January 1, 1967"
285,عصفور من الشرق,Tawfiq Al-Hakim,"3.72 avg rating — 4,880 ratings",https://www.goodreads.com/book/show/2392599._,3.72,"4,880 ratings",615 reviews,عصفور من الشرق، رواية من تأليف الكاتب توفيق الحكيم صدرت عام 1938 ترجمت ونشر بالفرنسية عام 1946 طبعة أولى، ونشر طبعة ثانية في باريس عام 1960.,"144 pages, Paperback",Arabic,"January 1, 1938"
286,العبرات,مصطفى لطفي المنفلوطي,"3.93 avg rating — 11,586 ratings",https://www.goodreads.com/book/show/3852939,3.93,"11,586 ratings","1,653 reviews",هذا الكتاب عبارة عن مجموعة قصص درسها وقدمها: الدكتور رياض قاسم رئيس قسم اللغة العربية وآدابها من الجامعة اللبنانية الفرع الرابع. عبّر المنفلوطي في هذا الكتاب عمّا يجيش في مجتمعه من مشكلات انقسم حولها الرأي بين مؤيد ورافض، كمسألة الحجاب، ومسألة محاكاة المتفرنجين، وما ساد المجتمع من مفاسد خلّفها التفاوت الطبقي والإستعمار الأجنبي. وعبّر عما يجيش في نفوس الشباب من أشواق وأحزان وآلام، وكانت قصصه بمضمونها قطرات من الدمع يسكبها بين أيدي القرّاء. وفي مقدمة العبرات يصور ذلك بقوله: الأشقياء في الدنيا كثر، وليس في استطاعة بائس مثلي أن يمحو بؤسهم وشقائهم، فلا أقل من أن أسكب بين أيديهم هذه العبرات، علّهم يجدون في بكائي تعزية وسلوى. وفي كل ما كتب جاءت كتابات المنفلوطي إرشاد للناشئة وللقرّاء جميعاً، وتوجيه غير مباشر إلى التحلي بالفضائل الإنسانية والأخلاق الحميدة، وهو جانب مهم كثيراً مانراه في أدب المنفلوطي.,"181 pages, Paperback",Arabic,"January 1, 1915"
287,خريف الغضب: قصة بداية ونهاية عصر أنور السادات,Mohamed Heikal,"3.63 avg rating — 2,072 ratings",https://www.goodreads.com/book/show/5649581,3.63,"2,072 ratings",185 reviews,"أتمنى أن يكون واضحا أن موضوع ""خريف الغضب"" كان - كما هو ظاهر من كل صفحة فيه - محاولة لشرح الأسباب التى أدت إلى اغتيال الرئيس السادات وبالتالى فهو ليس سيرة لحياته ولا لدوره السياسى ولو قصدته كسيرة لرجل لاختلف تناولى للموضوع . كان السؤال المحدد الذى حاول الإجابة عليه هو : "" لماذا جاءت النهاية على هذا النحو؟"" واختصرت المراحل كلها إلى موضوعى وأخذت من المراحل ما كان لازما للموضوع وإلا اختلفت السعى عن القصد .","476 pages, Paperback",Arabic,"January 1, 1982"
288,صالة أورفانيللي,Ashraf El-Ashmawi,"4.09 avg rating — 4,124 ratings",https://www.goodreads.com/book/show/108658337,4.09,"4,124 ratings",673 reviews,لكل قصة بداية وحكاية ونهاية ، وحياة كل إنسان رواية هو بطلها ومن خلالها يتشكل العالم من حولنا. ببناء مدهش يقدم أشرف العشماوي أحدث رواياته، قصص أبطاله الثلاثة تحكي حياتهم لكنها تشكل فصول الحكاية الأكبر، حكاية صالة المزاد التي يقتحم بها المؤلف عالمًا روائيًا جديدًا، كاشفاً خباياه وكواليسه وطرق الخداع التي تُجرى فيه، ودور يهود مصر في السيطرة عليه منذ العهد الملكي حتى السبعينيات . تتشابك خيوط حكايات الأبطال وتتعقد علاقاتهم الإنسانية، ليجذب العشماوي أطرافها بسلاسة فتنساب لتحكي أدق تفاصيل النفوس وتصطدم بصراعات تُفضي لجرائم ، وعندما تقترب الخيوط من نهاياتها ومع دَقة المزاد الثالثة الشهيرة التي تعلن موت رغبة وميلاد أخرى تتفجر المفاجآت لتتسع أذهاننا لتساؤلات بقدر ما تتفتح أعيننا على حقائق .. هل حياتنا تشبه المزاد؟ وماذا يتبقى من إنسانيتنا لو أصبح كل منا قطعة معروضة في صالة مزادات ينتظر دوره؟,"424 pages, Paperback",Arabic,"January 3, 2021"
